protein	logFC_mixed	logFC_naive	se_mixed	se_naive	pval_mixed	pval_naive	adjP_mixed	adjP_naive	df_mixed	df_naive
WP_003015534	-0.502905958669744	-0.501186943776875	0.109196685327986	0.0677168383471117	0.000360996129262915	9.27228043229153e-07	0.00442319433107858	2.49434189112947e-05	14.7001446901185	17.3084226283375
WP_003015556	-0.654993223128149	-0.674501800253633	0.109951787096339	0.071560537835622	2.63357136523774e-05	8.93941160102295e-08	0.000603204998549876	4.36615273219324e-06	14.9937723574762	15.3391954978549
WP_003015654	-0.21897959208162	-0.203862730275096	0.176227120628068	0.0924465518745382	0.234231911220636	0.0410160730998173	0.456588428340926	0.101365713696024	14.1375546930038	17.5785027836274
WP_003015672	0.011841412852057	0.00107288364835742	0.265268209875415	0.118900900988515	0.965026685634839	0.992899341850685	0.976677083232751	0.995561270381116	13.9668694034797	18.0782189194875
WP_003015717	-0.286444323764141	-0.442976447671292	1.1967632642327	0.643002719578717	0.816711574480578	0.506498256550552	0.927492785890872	0.660803539360138	8.19655908611609	10.0294339608164
WP_003015739	0.00533371934274092	0.00740405667282635	0.0606672690457326	0.0570653530703989	0.931021926041464	0.898348351321744	0.965664602359286	0.941126844241827	16.1680961465052	16.3614767850652
WP_003015772	-0.188414409780927	-0.190710912212443	0.108064593306555	0.0885192629690623	0.100385665853603	0.0449255486747486	0.260909131530927	0.109104903924389	16.0286237250917	18.0927525632173
WP_003015897	-0.595257792401269	-0.565228022038917	0.159831338187718	0.0813960005994603	0.00222250683854442	2.29854091679312e-06	0.0171687673908251	4.7758572382257e-05	14.1729348146012	17.0941428858721
WP_003015976	-0.391673707093652	-0.376818433490411	0.0955208580559017	0.0690162484975877	0.000936076620914662	3.54159974813036e-05	0.00923650825061812	0.00038957597229434	15.0781539627775	17.8945740971053
WP_003016007	0.0273637000394388	0.0273638631905403	0.0533567697224911	0.0586187518683903	0.614334893896202	0.646489008300932	0.810122116155861	0.7835306013225	17.8895652270646	17.2143580490168
WP_003016046	-0.167042670837451	-0.167614829284636	0.0948474682200314	0.0931322635731774	0.0987248470152163	0.0956957257365589	0.260232161754057	0.198100745897452	14.8895652270646	12.6960945696258
WP_003016111	-0.24176437673042	-0.241997016082502	0.0413863786247388	0.0442976129348367	1.76173342164015e-05	3.31514453137191e-05	0.00047910555247043	0.000368276451900919	17.4641019073788	18.2027525155753
WP_003016117	-0.0798897646692232	-0.0785682975945411	0.0604329412612933	0.0657628230600827	0.202837862884206	0.248610633726555	0.416508687137919	0.399057412076102	17.8895652270646	16.987150031592
WP_003016126	-0.24883427420613	-0.243283075066025	0.116192437105117	0.0688545357408047	0.0496197185588917	0.00252686354639176	0.16320349909488	0.0115720036695982	14.5274537155175	17.1366960262176
WP_003016128	0.131891153549605	0.131890769201551	0.073188981586067	0.078007859863586	0.0884115851952364	0.109027322895357	0.239269217215263	0.216316794060439	17.8895652270646	17.1039551244048
WP_003016134	-0.529781807309958	-0.509999190993962	0.163222115654099	0.0991942960310865	0.00562311199979767	7.55578956083107e-05	0.0346918942981908	0.000694884908791185	14.5311487499841	17.4289740324238
WP_003016165	-0.0121254227210657	-0.010609948797725	0.229424932229769	0.103966781045272	0.958595478539718	0.920036825710372	0.97521346585017	0.954931839451469	14.030241108268	15.3536153271868
WP_003016231	-0.049679036431208	-0.0862703877811768	0.192839754623957	0.120476059999776	0.800592780782048	0.484273753552842	0.916651984757625	0.640748999394208	13.4792211187745	15.9840021761758
WP_003016239	-0.598383184391837	-0.622671579918445	0.322253199839347	0.16299690429126	0.136103369381941	0.00668650356324176	0.312579019041606	0.0244461068404014	4.04476294958047	6.91898943441291
WP_003016252	-0.330787855777638	-0.333051318633801	0.074641829678492	0.0729254838358327	0.000366100773659433	0.000292108422662689	0.00443698220250291	0.0018728322870145	16.9874121188322	16.542631423945
WP_003016296	-0.0643303716924556	-0.0673978741469421	0.134708651476809	0.0968702877140427	0.639765062084153	0.495653412361741	0.823113953050505	0.651198042938962	15.1969732583471	17.6295086461709
WP_003016377	0.131336802522241	0.139965478237369	0.303253655954933	0.153698725005328	0.671541118164221	0.374398042581051	0.833817758076956	0.533766967949097	14.0100178090965	18.1789118852237
WP_003016458	0.0136059125409603	-0.00328364280072933	0.218797230551796	0.16850368593753	0.951806909833237	0.984768893306078	0.972505171717691	0.992731984087529	8.78726805015017	12.1510043998902
WP_003016495	-0.152271959775912	-0.144904975750538	0.13295964473947	0.0941804435339324	0.269639472363047	0.143097780805098	0.492665631392641	0.265820712025363	15.3581183866082	16.2935754303916
WP_003016535	-0.352481097873292	-0.355285648670618	0.143262128618645	0.0980905866153934	0.0289255023530408	0.00224701799996616	0.111213569391864	0.0105048091498418	12.7828327386769	16.2193445043866
WP_003016538	-0.439085851834855	-0.430585490432409	0.207899015112799	0.146203631035453	0.0545391422164553	0.0101681605384878	0.171782891444485	0.0346768271251772	13.043410974933	14.7656184062826
WP_003016618	-0.296548141035392	-0.29654772555119	0.0791775561994234	0.082369196087188	0.00149451838381127	0.00209126977675002	0.0129774295689699	0.00998470080644052	17.8895652270646	17.7048532928603
WP_003016659	0.0114499912465136	-0.00502602393154518	0.157833669165567	0.117866793072116	0.943749339025584	0.966764454202153	0.969843790795877	0.984459436290372	9.03329251205492	10.8133070222531
WP_003016697	-0.448935073477131	-0.448935073477131	0.109195064423958	0.130420805590576	0.00466525460882292	0.0102992756034144	0.0307796383954885	0.035017537051609	6.8895652270646	7.21934450438662
WP_003016724	0.153959827209667	0.0296463197746543	0.273181507303495	0.160688334639484	0.583983142659794	0.856060467996213	0.789262065534146	0.914761757230239	11.3705662175872	15.2193445043866
WP_003016753	-0.406040585786635	-0.380458509387696	0.169296802493349	0.0864156051319013	0.0307843936346218	0.000380176519471963	0.115183217793971	0.00233091833250023	14.1615835004282	17.1780627963022
WP_003016773	-0.298385343393517	-0.300490330975877	0.142881105650322	0.0679833996274656	0.0553958377371915	0.000324916050357885	0.172051139490163	0.00204806633989633	14.0878063746525	18.1408684515746
WP_003016775	-0.0871564166370673	-0.079860111205347	0.213324145386528	0.133192806557358	0.693246951529499	0.559770266833883	0.855055697959504	0.714519043671919	8.26061175470862	12.1832053509786
WP_003016791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_003016871	-0.243313695719137	-0.243313394966462	0.115189277237382	0.123205458882836	0.0489875245367854	0.0655644081973499	0.161600857569573	0.147804211936668	17.8895652270646	16.2144517769996
WP_003016875	-0.0110589728792491	-0.0110590012888082	0.0764911055748548	0.0815136211759249	0.886659979432053	0.893674748093137	0.949745514767875	0.939740456757732	17.8895652270646	17.0053835334973
WP_003016899	-0.279934911082225	-0.263349711680505	0.159049709597863	0.0943723701227716	0.099663835832011	0.0123534310120378	0.260909131530927	0.0405010272492001	14.3680339893747	17.4051008206316
WP_003016952	-0.547071425142022	-0.614545417437198	0.632991899693375	0.408018711489167	0.408741320969245	0.157465334157965	0.634177533682788	0.283284332266714	9.49722455210417	12.2023839895913
WP_003017112	-0.0179679893250749	-0.0435197915728889	0.186876279584392	0.123844548369693	0.925040829425904	0.730435999144951	0.965355209770777	0.84142627416903	11.6171951667635	14.2193445043866
WP_003017136	0.102094410896299	0.10209450494275	0.0878224457136034	0.0911365275404831	0.260302710140069	0.27768422497721	0.483729203010294	0.430333840365235	17.8895652270646	17.5799352610384
WP_003017219	-0.438461335380354	-0.434411938544203	0.116055974681485	0.073721703900433	0.00186227299355317	1.81389043054199e-05	0.0151168585927508	0.000231830459125653	14.8026923178051	16.9058919775893
WP_003017327	-0.623111606409925	-0.653763865441117	0.377960640474891	0.275270822856289	0.119555566442483	0.0292056389881657	0.290423652687077	0.0778354559257053	15.3364303802032	17.5143460753481
WP_003017341	-0.0969880641451752	-0.106149979408455	0.112728197072844	0.0695628181537214	0.40355605184843	0.14541690513281	0.628789845077261	0.268793686258671	14.5323155881909	16.9929842085954
WP_003017378	0.0772438258610775	0.0679601142692989	0.298070372210353	0.209870398548062	0.799001106938942	0.749785372256738	0.916651984757625	0.85493819885372	15.1915436456059	18.105781840271
WP_003017394	-0.670572324074017	-0.696681378525033	0.460673182051783	0.293027611207242	0.166963573971226	0.0293121763904516	0.364313864927431	0.0779342699291155	14.3889579277948	17.1605211226066
WP_003017431	0.0430399436923655	0.0425718898086369	0.113954507541076	0.113483606427021	0.710212744325811	0.712138181149126	0.864959627489085	0.82799900440344	17.449341328685	17.2236333885181
WP_003017457	-1.49692819502774	-1.54219369918329	0.374161723875295	0.208580119219486	0.00127782307039421	9.55942079488121e-07	0.0116784649466356	2.49434189112947e-05	14.2132176518958	17.2603088582755
WP_003017470	0.33365341629239	0.32461546469331	0.115916632323825	0.0941509215432627	0.0110880847774292	0.00297851994257074	0.0575049651947945	0.0130794545265945	15.6871285257011	17.4468736558154
WP_003017534	-2.52529336560781	-2.80788182099384	1.29574423068431	0.565454994774099	0.0717426861780708	0.000162024447815163	0.209870016817227	0.00118817928397787	13.9259249058228	15.2259624514852
WP_003017606	-0.00439543229289772	-0.0043951178671162	0.0701797059179949	0.0741917961233749	0.950754737418316	0.953433174978966	0.972505171717691	0.978730121067154	17.8895652270646	17.4752829207049
WP_003017665	0.0960790463577718	0.101723639112922	0.0881624444696977	0.0736178061138138	0.291982850737994	0.18382175334147	0.519274493041744	0.318283961804212	15.9619167677788	18.1391116994267
WP_003017689	0.397205326018313	0.400260559510462	0.0994707733683442	0.0978316955973472	0.000911768756121846	0.000715312855325436	0.00923650825061812	0.0039342207042899	17.311774527371	17.58129019584
WP_003017693	-0.34792436626125	-0.344044102403345	0.165190298632402	0.0804333001748106	0.0536386091731829	0.000466349588039106	0.171366903232375	0.00271111004031024	14.0545622516229	17.7484700736186
WP_003017801	-0.54489313861415	-0.544893149271207	0.085121515748735	0.0871013696408207	5.15528139206783e-06	6.51479101511287e-06	0.000221082259698293	0.000110751447256919	17.8895652270646	18.1122121060892
WP_003017803	-0.0911620504577655	-0.118912919204638	0.150875939607849	0.0931808418744362	0.554931941521829	0.219808894623178	0.767678802477469	0.362684676128243	14.6641215745578	16.279343682948
WP_003017865	-0.10887651851564	-0.111124197273908	0.0904230884360909	0.078347760367311	0.245879690509637	0.173798809019598	0.467933930210891	0.306889377607063	16.1791994432322	17.3537443934537
WP_003017885	0.211359906779777	-0.0218526199734994	0.800969487226465	0.446630187206739	0.802219446929007	0.962510463990916	0.916651984757625	0.984148955771778	5.09208382178983	6.21934450438662
WP_003017929	-0.396482972714812	-0.457228497513277	0.200991622444232	0.117499177646289	0.0736476315860748	0.00143837001943593	0.21164203406823	0.00717267183025385	11.2368280689338	15.0501413583201
WP_003017957	-1.24607345285705	-1.24036099494293	0.221298182268573	0.16307648515323	5.81704839155266e-05	6.86538487960024e-07	0.00115821588510379	2.0818815770031e-05	14.2391033316619	17.1302090459923
WP_003017997	0.102087002327669	0.0888651194248737	0.208717176221426	0.128076604344394	0.632045089684864	0.497087793323787	0.819453808137934	0.652318718256478	14.560193408561	17.1199796674449
WP_003018004	-0.12378922278033	-0.120608895213047	0.155802569568803	0.167523047929257	0.437303195812923	0.481264670180452	0.661210720623179	0.639785497562164	17.8895652270609	17.1254280703348
WP_003018080	0.114566824082801	0.115294848923264	0.0845504340075242	0.0616390836124185	0.195651036241021	0.0779792110882289	0.406240047316086	0.169231479382965	14.8635232406778	17.7715112709058
WP_003018097	-0.144612728968959	-0.144729941225997	0.0851465191437304	0.0460841404142325	0.111024097312202	0.00559203279553664	0.278183974164281	0.0214871945088771	14.3351289039973	18.2193445043866
WP_003018147	0.0265782300189267	-0.00913911903653756	0.172872714972372	0.0829114705772406	0.879993402715287	0.913513418593787	0.948905445993199	0.951682502936145	14.0775579370993	17.085482886538
WP_003018210	-0.479100962738936	-0.467633049667181	0.105772401197466	0.0649539281696844	0.000425841269411555	1.0880548148737e-06	0.00488150939583398	2.6539076136702e-05	14.6026116221754	17.9298936381086
WP_003018337	0.0348531241753696	0.0324482443972449	0.0428827146023866	0.0387922494066843	0.428393891099324	0.414095295151538	0.654089263721368	0.575018466782209	15.8561485259265	17.6206162334824
WP_003018370	-0.133884141415733	-0.13872760433849	0.0852117513444707	0.0615097442150936	0.136860363119837	0.0369897473940181	0.313345595233302	0.093897051077123	15.0943292192506	17.741269045272
WP_003018461	0.230999575638175	0.231000053938011	0.116055256601406	0.123695520351687	0.0620468526964181	0.0799057719354733	0.191691437638626	0.173033246054318	17.8895652270646	16.3142868282968
WP_003018498	0.543731287873041	0.536617287615904	0.182064573561333	0.113353101084649	0.0118786536983316	0.000256225348920033	0.0604780770485835	0.00170109373661702	11.4575407594247	15.2193445043866
WP_003018506	-0.400232232843882	-0.408367419247659	0.212379261539151	0.193014688533918	0.0774621146191409	0.0493751106825132	0.219771648346926	0.117869945076127	16.2940138908945	17.0596728834563
WP_003018613	-0.199119622372369	-0.196395143262276	0.0713149986303599	0.0449269880670988	0.0139058602460252	0.000368093190467767	0.0665452110485757	0.00228177104809301	14.6656327640957	17.9980148615655
WP_003018618	0.109331349808593	0.110858865846181	0.0519588326058633	0.0613101509252948	0.0497715063353396	0.0897210223933122	0.163221263423246	0.188868643762282	17.8895652270646	15.7436175339639
WP_003018629	-0.0509656024687592	-0.0503868385952195	0.0574743431066031	0.057916173984122	0.387321479613125	0.395620528905445	0.612466632574305	0.555552232079987	17.3742457805903	18.2193445043866
WP_003018671	-0.12384364595712	-0.123843645957135	0.128367535527913	0.128860153181628	0.347527357681542	0.34909926922153	0.571294583303516	0.509348998786159	17.8895652270646	18.2193445043866
WP_003018704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_003018791	-0.0101587044234975	-0.010202135559529	0.061332027026638	0.0651755337909569	0.870307365357165	0.877389009281493	0.944413702347225	0.929584956009288	17.8375109758324	17.6530715370157
WP_003018795	0.17700321629907	0.177438040915446	0.117398485612396	0.0677022969032637	0.153256263475029	0.0172064777848495	0.341761467549315	0.0518969571897881	14.3964052794995	18.2193445043866
WP_003018803	-0.849291399303984	-0.829846906038138	0.229610127217516	0.192052044662049	0.0123784211469114	0.00323408164797125	0.0627360889945738	0.0137990107788498	5.35837035346203	7.21934450438662
WP_003018819	-0.533478409386885	-0.517812767609222	0.196737156921783	0.107041478902669	0.0176173190252074	0.000170408109970279	0.0788887980446035	0.0012335348347526	13.1789009182609	16.3857471526518
WP_003018840	-0.509244686947989	-0.503670976316497	0.0972739479380112	0.0551284939920502	0.000115877011382577	5.06023820298682e-08	0.00174598469853477	2.70361298273867e-06	14.3705867399039	17.2484661754246
WP_003018894	-1.4276208135705	-1.49166853861318	0.447385833315712	0.273679685780996	0.00624125287444859	4.01745722016093e-05	0.0370908310335313	0.000421269813179492	14.6183893103625	17.3562987439451
WP_003019199	0.187146208117584	0.187146322804871	0.109793500338438	0.113845211355231	0.109053066490729	0.121556953180152	0.275099930174576	0.235830219225748	14.8895652270646	14.6008248677189
WP_003019355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_003019409	-0.307839857061635	-0.30406342743157	0.125805697527145	0.0769301159807403	0.0276409396223977	0.000924367406549854	0.107246182120959	0.00486920295844571	14.5469728029949	18.108411612716
WP_003019565	-0.0659343868017115	-0.117581117129555	0.326385204333954	0.162661634093567	0.843035254988941	0.479538045736017	0.938108093126416	0.63900437923493	12.9894235395176	17.1011005340558
WP_003019684	-0.141670896598794	-0.143707293741601	0.0656897085538351	0.0486185940663761	0.0473649546208306	0.00873724431363179	0.1600361345522	0.0301636557535227	15.2680861801682	17.2740948524384
WP_003019697	-0.280989833711493	-0.280324236702137	0.208637557891008	0.199856517199058	0.197496958192986	0.179617010943431	0.40779464515774	0.311966387428065	15.4318054442757	16.1862576409331
WP_003019758	-0.226511476655686	-0.218131025936733	0.21782604418762	0.0980334585652862	0.316045876475784	0.0391027433062296	0.541200904578588	0.0978794494966229	13.9833607281045	17.9984763045893
WP_003019771	-0.0367196219220267	-0.036417945616226	0.0717881547479258	0.0602244288811177	0.616082212251082	0.553140096188948	0.810122116155861	0.706860122920273	15.7837660731344	17.4914480166074
WP_003019781	0.359654435826385	0.35965443582639	0.131523197468098	0.133486366141967	0.0171436909004142	0.0181717230119455	0.0777041274551293	0.053513578003682	12.8895652270646	13.2193445043866
WP_003019788	-0.0294291508840913	-0.0340018379988521	0.078128419432939	0.0631225005362805	0.711462929252197	0.597244393619507	0.865083060104907	0.746222950602546	15.6787775538498	16.6573067164817
WP_003019812	0.117043038074629	0.119170209004779	0.0630788889687835	0.0506000207915259	0.0826089186096701	0.0300386587154775	0.228558174317077	0.0793020590088607	15.526496072954	18.0365888288396
WP_003020026	-0.561411268757817	-0.561052221219292	0.0776012563633435	0.0454724984949698	3.58069075166434e-06	2.96249047151792e-10	0.000166352924504406	4.18817505430075e-08	14.4672265862489	18.1199423808113
WP_003020229	0.053132103053922	0.0433607134857598	0.0806729931664862	0.0573864915669637	0.520074647787335	0.459759417883435	0.737764926568547	0.619267787353198	15.0814721755929	17.8324748407819
WP_003020335	0.038014768273434	0.0454964705996685	0.0823550908681386	0.0561042533838434	0.651085220627937	0.428784340481977	0.82702297303659	0.588286544636566	14.7947485710703	16.7436626839083
WP_003020516	0.212635166020516	0.212634434621364	0.117605770626864	0.133218873834717	0.121526302417122	0.160923006849883	0.292917171134936	0.287967485941896	5.8895652270646	6.08009606406199
WP_003020646	-0.591137016715059	-0.560958298305924	0.22430459554148	0.113110867193293	0.019548896799233	0.000102274737912441	0.0851446091060344	0.000882709661059682	14.0321924616054	17.9445171658671
WP_003020808	-0.0627814896991806	-0.0564644530516657	0.0712636540924061	0.0563438431170634	0.391787765995262	0.329772865639989	0.61534406591552	0.4868488884843	15.4996858417969	17.7095518004875
WP_003020861	-0.50558046902218	-0.521975795252472	0.15450190871054	0.0867539736857228	0.0054508411365022	1.17372837837279e-05	0.0341443138606739	0.000162583116115342	14.2450894576677	17.6844145799115
WP_003020889	-0.0225167350282186	-0.0222954349378999	0.0650540618015549	0.0597662786993085	0.73365071554483	0.713507245834533	0.880538802833676	0.828732018453774	16.399409592984	17.8569439728127
WP_003020909	0.0724097237987596	0.074462729447873	0.0622012682395001	0.0513208757701749	0.261646522606421	0.164477370162904	0.484611084229501	0.293859250513978	15.8063593715514	17.5130649988389
WP_003021049	-0.209488374081245	-0.217847796592858	0.0672057424639743	0.0610431511589984	0.00655299528479929	0.00224031043807404	0.0386592049870434	0.0105048091498418	16.2170891656009	17.7139955080624
WP_003021081	-0.326266715720803	-0.326266470623124	0.178948266633304	0.200016385273647	0.085021246530407	0.12427215317315	0.233494310052719	0.238755746336087	17.8895652270646	14.5676462326809
WP_003021125	0.155504859902561	0.17333759547319	0.128752998002065	0.133156040867753	0.242858596336973	0.210498372540867	0.46687471537194	0.348599271592278	17.8895652270646	16.865179925963
WP_003021127	-0.0948061185094573	-0.0999967432617745	0.136512860339684	0.0922158486350276	0.498008255418951	0.293722606367687	0.712626487742353	0.448829523866505	14.9805595177514	16.5714113980246
WP_003021175	-0.421906637004191	-0.421906506865856	0.0624424837033284	0.0687129135989263	2.56657804384338e-06	1.21582039591476e-05	0.000130078841767517	0.000166359815148336	17.8895652270646	16.581754695489
WP_003021184	-0.231833928690844	-0.231833984474086	0.0387442142037764	0.0487561513505697	1.19568342868487e-05	0.000246242231375807	0.000370329728606564	0.00164454633097414	17.8895652270646	15.2090240559066
WP_003021312	0.222155891068684	0.219301396065763	0.106110479777442	0.0506188049132426	0.0547613820378997	0.000411816588326007	0.171933343393699	0.00247089952995604	14.1586125754194	17.7761551861016
WP_003021424	-0.323987869742164	-0.312957571168809	0.256892183736563	0.142925503805412	0.229169579586178	0.042658282781473	0.450453644493712	0.104503478779067	13.1434179576226	17.1476991805508
WP_003021583	-0.713107236665238	-0.717214452257111	0.0920437010439306	0.0818640442081486	7.36001706586961e-07	1.01176444774531e-07	4.69722238654045e-05	4.36615273219324e-06	16.3223322704748	17.0521874511893
WP_003021588	-0.419643445346455	-0.412646951397202	0.130911857867781	0.0726106976591232	0.00618750214905026	2.5573782300903e-05	0.0370908310335313	0.000298893580641803	14.3388641183934	17.237685066177
WP_003021600	-0.477490907971367	-0.448345833929725	0.208197649909136	0.147122856822592	0.0358734999324251	0.00821247466043157	0.12779218027046	0.0287949892781382	15.8157866278136	14.8697469808702
WP_003021606	-0.316284669292143	-0.324340999797787	0.0538469274206182	0.0529625958880959	2.21909156803443e-05	1.33404905888277e-05	0.000537888499643129	0.000176094475772526	16.2340478092252	16.3499452251504
WP_003021609	0.0813193399987962	0.0813193718940752	0.172873592055909	0.211786300589743	0.658304223059602	0.71928957343422	0.82734140072806	0.834507279205113	4.8895652270646	4.2878017975706
WP_003021612	-0.0505182053919885	-0.033678431781662	0.193777670483647	0.161171490832611	0.797710735034365	0.836969933518614	0.916651984757625	0.903830861797772	15.7009873458234	16.9499002288941
