key	logFC_sage	logFC_maxquant	t_sage	t_maxquant	adjP_sage	adjP_maxquant	sig_sage	sig_maxquant
WP_003038437	-0.492820672754896	-0.653823523209624	-5.66909791491412	-5.71782600137498	0.058562403322367	0.0957301733910716	FALSE	FALSE
WP_003039615	-0.546782546870302	-0.369265382262374	-5.59396287669492	-2.6674890993148	0.0599360266082005	0.300136817757462	FALSE	FALSE
WP_003040853	-0.924905858596258	-1.63965130514645	-5.53790889371674	-3.66941279263019	0.0632995863849063	0.235611453813959	FALSE	FALSE
WP_003035026	-0.517438041142115	-0.488718179322831	-5.38967836017537	-3.92908779468028	0.0632995863849063	0.204725225202907	FALSE	FALSE
WP_003038428	-0.745225350373037	-0.308563587765203	-5.65207807635604	-1.90223637342174	0.0632995863849063	0.412777701791543	FALSE	FALSE
WP_003020861	-0.512245619292332	-0.708523174650382	-5.33674160634217	-4.0278150170251	0.0632995863849063	0.187629624599438	FALSE	FALSE
WP_003033757	0.503655287340562	0.425905201989312	5.16843791826105	3.50835744329668	0.068019359323567	0.226700031583997	FALSE	FALSE
WP_003017957	-1.15082105134382	-1.44157608924816	-5.09883614284232	-4.59461944434184	0.0707134833055943	0.171493727942591	FALSE	FALSE
WP_003014552	-0.682600838269193	-0.507396057600847	-4.99046115889887	-2.20954452803111	0.0748917209793566	0.348387669062177	FALSE	FALSE
WP_003038556	-0.503511302049088	-0.763594959632076	-4.98620915434094	-2.63897873333191	0.0748917209793566	0.300136817757462	FALSE	FALSE
WP_003014378	-0.575769170923861	-0.618515530516701	-4.96276591154911	-4.90844514656168	0.0818776899841486	0.137902603354657	FALSE	FALSE
WP_003015654	-0.61803921105231	-0.181402431145129	-4.79997607036805	-1.20900655434875	0.0833258365558421	0.607729177804778	FALSE	FALSE
WP_003018210	-0.624717540885628	-0.57674460397087	-4.78410965565042	-3.59799089859389	0.0833258365558421	0.224427778165812	FALSE	FALSE
WP_003040752	0.865833396932376	0.900510277232003	5.3027061612026	5.69659926612411	0.0836742901005526	0.149533897760824	FALSE	FALSE
WP_003035113	0.484813780508487	0.180450015661358	4.72863332216644	1.06351393848747	0.0842988066796826	0.672214727196401	FALSE	FALSE
WP_003022320	-1.09930307826203	-1.37851672145277	-5.23474386860563	-5.0872403424712	0.0849383435013119	0.149533897760824	FALSE	FALSE
WP_003038772	-0.526144642899669	-0.758115039829446	-4.79884756242858	-4.61400166389114	0.0866424839607446	0.204725225202907	FALSE	FALSE
WP_003040040	-0.893755750606977	0.0253289798751577	-4.5437378117973	0.102552678175258	0.0939282686977448	0.962642152762017	FALSE	FALSE
WP_003038938	-0.593332493281957	-0.623964904497759	-4.55484423014267	-2.9742737931838	0.10080219126654	0.287431809961222	FALSE	FALSE
WP_003040128	0.450227475197805	0.411691047189544	4.41585115378342	3.24925687295057	0.10080219126654	0.24333884772877	FALSE	FALSE
WP_003017801	-0.565023418362021	-0.663900943015323	-4.37252007676126	-4.60292368592242	0.10080219126654	0.149533897760824	FALSE	FALSE
WP_003039085	-0.408917046339647	-0.242132221960848	-4.3921735680459	-1.89185925859192	0.10080219126654	0.413926823288121	FALSE	FALSE
WP_003034100	-1.14997574541324	-1.2411247324835	-4.63170250579562	-4.71199253352126	0.10080219126654	0.149533897760824	FALSE	FALSE
WP_003033045	-0.409846195651846	0.053671319640689	-4.32854113071226	0.160777375923524	0.10080219126654	0.952334049765466	FALSE	FALSE
WP_003017219	-0.569732032536911	-0.46446071757424	-4.3168108311291	-2.3773991948094	0.10080219126654	0.308593980452609	FALSE	FALSE
WP_003039835	-0.399810371198142	-0.219377749060734	-4.28252530555975	-1.00222474969302	0.10080219126654	0.683227556859786	FALSE	FALSE
WP_003016252	-0.554712458183614	-0.0720195924742612	-4.27583187309278	-0.461694304058778	0.10080219126654	0.869874207960623	FALSE	FALSE
WP_003015002	-0.510509629885482	-0.589514269814659	-4.4309194428475	-3.24125878794373	0.10080219126654	0.24333884772877	FALSE	FALSE
WP_003038436	-0.881687320649824	-1.04538967387529	-4.25910015380429	-4.60991021735273	0.101042712144422	0.149533897760824	FALSE	FALSE
WP_003014349	-0.488419110117318	-0.391630343203752	-4.17335639012535	-3.14187924041561	0.104515835255806	0.24333884772877	FALSE	FALSE
WP_003023081	-0.544618123314627	-0.603357214384171	-4.34716895366444	-3.66156233352452	0.104515835255806	0.224427778165812	FALSE	FALSE
WP_003038940	-0.392280324659243	-0.342831657906515	-4.17106089368378	-2.86123895710931	0.104515835255806	0.285218852250843	FALSE	FALSE
WP_011733600	0.722090148908984	0.214947365481689	4.14785097031985	0.742190320386825	0.105655178692263	0.771582580998612	FALSE	FALSE
WP_003034461	-0.339867719926514	-0.123511041374029	-4.10560581740203	-0.686621068218257	0.108418116799283	0.785707532620418	FALSE	FALSE
WP_003040067	-0.554583585625575	-0.366843747914711	-4.17085840825871	-2.04686709365121	0.108418116799283	0.388721311302175	FALSE	FALSE
WP_003023073	-0.393193083503586	-0.413021690832099	-4.06481593842401	-3.15708247796956	0.108418116799283	0.24333884772877	FALSE	FALSE
WP_003040413	0.444767686241845	0.269033843028125	4.04338840042133	2.04314637548196	0.108418116799283	0.393768923524125	FALSE	FALSE
WP_011733588	-0.348850322562511	-0.365886898114022	-4.04180957925859	-2.68774134402578	0.108418116799283	0.300136817757462	FALSE	FALSE
WP_003040289	0.45968473957529	0.405449507263386	4.01527137446756	3.20318153819693	0.108418116799283	0.24333884772877	FALSE	FALSE
WP_003015556	-0.676419519869235	-0.647383774292448	-4.0203284916222	-3.79172639959186	0.108418116799283	0.207412781613834	FALSE	FALSE
WP_003041213	0.376708221176037	0.187999720041982	4.0131021438432	1.17247172548602	0.108418116799283	0.623513987293523	FALSE	FALSE
WP_003033046	-0.570702248133543	-0.573889756276611	-3.97803953901396	-2.93706271442022	0.111373381649193	0.268838451520097	FALSE	FALSE
WP_003035617	-0.380707511526993	-0.391416048406726	-3.95621779335656	-2.74753132218941	0.112125067845296	0.302113398152093	FALSE	FALSE
WP_003033719	-1.48947542123611	-1.21807425906779	-3.97613410990445	-7.04495732639685	0.112125067845296	0.0913974000693852	FALSE	FALSE
WP_003017378	0.674271183337581	-0.128428482257286	4.05046956862546	-0.503653814808044	0.112125067845296	0.851231302126894	FALSE	FALSE
WP_003039621	-0.485453605985778	-0.701606670570591	-4.0102307160107	-4.14049822164959	0.112125067845296	0.187629624599438	FALSE	FALSE
WP_003035135	0.341273710473789	0.0934985239028156	3.97060989153217	0.609167624720408	0.112125067845296	0.820839591743229	FALSE	FALSE
WP_003038704	0.533786513805446	0.418561278368969	3.89811752647569	2.44896623109136	0.112125067845296	0.30481145861351	FALSE	FALSE
WP_003014581	-0.404655010796256	-0.457111673120079	-3.92919547632578	-2.63161213357866	0.112125067845296	0.300136817757462	FALSE	FALSE
WP_003041451	-0.37323421257438	-0.483561912866074	-3.86900600189738	-4.00535056057294	0.112125067845296	0.187629624599438	FALSE	FALSE
WP_003015446	-1.59337077196863	-0.183650652726356	-4.31744509424878	-0.401733236231405	0.112125067845296	0.876103708883256	FALSE	FALSE
WP_003014373	-0.415022441933422	-0.507991011104788	-3.92177416523583	-3.81234935461031	0.112125067845296	0.204725225202907	FALSE	FALSE
WP_003038553	-0.571326595629405	-0.776876814156188	-3.83994902535223	-1.78598776209541	0.116576811767245	0.433742747854235	FALSE	FALSE
WP_003014346	-0.381307685214151	-0.291585672794461	-3.84915667229602	-2.47229412778294	0.116576811767245	0.30481145861351	FALSE	FALSE
WP_003032868	-0.56791474144547	-0.37451331443346	-3.76019668717695	-2.04516198650307	0.127239588317153	0.398664499791534	FALSE	FALSE
WP_003039773	0.649345513205622	0.206741662710103	3.69607135928005	1.04309940466965	0.127239588317153	0.678181171347297	FALSE	FALSE
WP_003041408	0.326922489375903	0.195582129494025	3.68885270006371	1.58377350748506	0.127239588317153	0.505402971751695	FALSE	FALSE
WP_003014822	-0.446577817430299	-0.2855604189582	-3.68342176987336	-2.08998610731601	0.127239588317153	0.375831840340624	FALSE	FALSE
WP_003032885	-1.00736290467509	-0.838620648156248	-3.68147127658757	-1.70791325320237	0.132402764394441	0.469614163606129	FALSE	FALSE
WP_003040402	0.722215652972889	0.785484339824322	3.65838587548689	3.95086264313471	0.13294762152496	0.194217868656516	FALSE	FALSE
WP_003016753	-0.477637082209467	-0.46528781275666	-3.94647847511487	-2.74825129954139	0.13294762152496	0.300136817757462	FALSE	FALSE
WP_003040125	0.67553741299779	0.360724619287172	3.5235759659398	1.55826458820308	0.14703648455591	0.510898352434563	FALSE	FALSE
WP_003016538	-0.719799735971275	-1.32037750028383	-3.90585275470138	-2.96714521358517	0.14703648455591	0.300136817757462	FALSE	FALSE
WP_003040393	0.546890802029905	0.452811090744743	3.50836949804393	2.83738101656147	0.147960631919794	0.285218852250843	FALSE	FALSE
WP_003038372	-0.418921889157543	0.646975796952217	-3.59885514531098	1.63982326025824	0.147960631919794	0.500630901579794	FALSE	FALSE
WP_003037386	-0.39127704761253	-0.391408990327492	-3.52592953973977	-2.45828807291706	0.147960631919794	0.30481145861351	FALSE	FALSE
WP_003039832	-0.47341027442944	-0.271526243672942	-3.46088146796445	-1.26238867174513	0.147960631919794	0.601172842796321	FALSE	FALSE
WP_003026287	-0.346206972204094	-0.233811394509737	-3.45003969322783	-1.68483163469111	0.147960631919794	0.466667890626075	FALSE	FALSE
WP_003034103	-0.572702129924237	-0.578895700913137	-3.95959029981502	-3.01995232672998	0.147960631919794	0.259445815245443	FALSE	FALSE
WP_003015139	-0.344830554359161	-0.0212376895655996	-3.51805964925074	-0.0866813074476507	0.151549155916026	0.967255688472578	FALSE	FALSE
WP_003038472	0.551853041240061	0.425521840924887	3.41940403775841	2.35671200788199	0.151549155916026	0.320726052540189	FALSE	FALSE
WP_003034027	1.15603367540679	0.840922542691973	3.43904877694418	1.47929820000275	0.156016744992778	0.5433146552906	FALSE	FALSE
WP_003016134	-0.465737818815854	-0.880267408640702	-3.42101878018622	-2.02210922053327	0.157988892732112	0.388721311302175	FALSE	FALSE
WP_003040399	0.601561982357965	0.547789208320001	3.52683229016832	3.47173224121273	0.158950366113774	0.235611453813959	FALSE	FALSE
WP_003033846	-0.341398034352408	-0.475054955530577	-3.48488375658471	-3.28092028136567	0.161827281768867	0.24333884772877	FALSE	FALSE
WP_003034797	0.56063607353904	0.365356617838139	3.48345615648571	1.61924787522979	0.161827281768867	0.498622600373968	FALSE	FALSE
WP_003040194	-0.352845324649394	0.0758578637048938	-3.30159005145567	0.324798558791602	0.161827281768867	0.901475590625477	FALSE	FALSE
WP_003026826	0.407422592810222	0.311658119552182	3.28366351813208	2.22284300305727	0.161827281768867	0.348387669062177	FALSE	FALSE
WP_003040499	-0.324310628808488	-0.208618476684393	-3.24739642652841	-1.61761451775163	0.167026327948755	0.487164101231142	FALSE	FALSE
WP_003027200	-0.345564281948541	-0.378161894398338	-3.23087600654577	-2.54655498071686	0.167026327948755	0.30481145861351	FALSE	FALSE
WP_003021049	-0.522154869371084	-0.292246254166019	-3.25191621202817	-2.15615961222447	0.167026327948755	0.363260241629754	FALSE	FALSE
WP_003033196	0.291904955583234	0.158269459821998	3.27522262037243	0.935434772611707	0.167026327948755	0.70321089202286	FALSE	FALSE
WP_003040032	1.67223860262122	0.56620201179686	3.65997157539931	0.798607572403396	0.167026327948755	0.742201783374579	FALSE	FALSE
WP_011733723	-0.362369903454154	-0.458786700827951	-3.49314181790956	-4.25377468970375	0.167026327948755	0.171493727942591	FALSE	FALSE
WP_003025265	-0.545092567697253	-0.386578265563718	-3.21120395724422	-2.64962649489892	0.167026327948755	0.300136817757462	FALSE	FALSE
WP_003040965	0.495894319956611	0.327390673470147	3.20121863503785	2.57101953971874	0.16759509847241	0.30481145861351	FALSE	FALSE
WP_003040951	-0.354516250168284	-0.377431654566183	-3.33318141019291	-3.52223860205796	0.16759509847241	0.226700031583997	FALSE	FALSE
WP_003038958	0.6552139757312	0.647850034131384	3.19028443992919	2.36983231130487	0.16759509847241	0.338235901137758	FALSE	FALSE
WP_003032915	0.425051143656353	0.396970303053165	3.17780541485527	2.16931867299233	0.167793943273535	0.360241847497962	FALSE	FALSE
WP_003015897	-0.467194861940138	-0.489489323647646	-3.34022935710765	-2.68264927775926	0.167793943273535	0.30481145861351	FALSE	FALSE
WP_003028678	-0.316586399442156	-0.275361045973429	-3.18145558199041	-1.85963084892618	0.168884727079538	0.431488199204131	FALSE	FALSE
WP_003035145	1.355505245696	-0.0468954093341523	3.18509454947884	-0.0987245282334395	0.170190976491215	0.96412571518178	FALSE	FALSE
WP_003036943	0.298227617335979	0.179070743597242	3.13812470675599	1.39954124160086	0.170190976491215	0.558574891872412	FALSE	FALSE
WP_003024580	-0.374250137674367	-0.270326928615061	-3.32875681652032	-1.70101905765215	0.170190976491215	0.468344072257358	FALSE	FALSE
WP_003039175	-0.312618130852453	-0.233531919111354	-3.14233605229526	-1.53949902957672	0.170190976491215	0.512238943264541	FALSE	FALSE
WP_003033974	-0.304269606229453	-0.316248367025584	-3.11698596118597	-2.45215487359346	0.170190976491215	0.308402436824747	FALSE	FALSE
WP_003040329	-0.496764475711249	0.0249746584368428	-3.34197741218291	0.24025596829326	0.170190976491215	0.921632842972296	FALSE	FALSE
WP_003032894	-0.39262730423001	-0.374403433718293	-3.22365636173442	-1.81728136527628	0.170190976491215	0.430599846736725	FALSE	FALSE
WP_003040123	0.287352263618806	0.225928697488188	3.179606385899	1.4644677843949	0.170190976491215	0.546579582084911	FALSE	FALSE
WP_003033964	-0.689195939328971	-1.16435061431067	-3.10249821770271	-2.72801385057484	0.170190976491215	0.296661211706155	FALSE	FALSE
WP_003040742	0.414446361199203	0.518439431724938	3.2600902702173	2.57768456617571	0.170190976491215	0.30481145861351	FALSE	FALSE
WP_003039248	-0.394800815511632	-0.341329652133953	-3.08671990413431	-2.45538443351188	0.170190976491215	0.30481145861351	FALSE	FALSE
WP_003015534	-0.343266646329731	-0.959921528111956	-3.07588469288982	-6.43711308962915	0.170190976491215	0.0913974000693852	FALSE	FALSE
WP_003032890	-0.324981926974695	-0.40146039222397	-3.07251465880092	-2.74871041730465	0.170190976491215	0.298454008908745	FALSE	FALSE
WP_003017929	-0.529998035109506	-0.576839980365169	-3.04718765626039	-3.03376873242759	0.170190976491215	0.256393260731676	FALSE	FALSE
WP_003039430	-0.326876459238432	-0.151210383953322	-3.04357883188314	-1.33195139752133	0.170190976491215	0.580989927293607	FALSE	FALSE
WP_003019781	0.465781973845665	0.389153148784812	3.04314459952941	1.65192125482566	0.170190976491215	0.487164101231142	FALSE	FALSE
WP_003033975	-0.368106748282947	-0.231352163143746	-3.19357550101183	-1.32257116740207	0.170190976491215	0.58227937420391	FALSE	FALSE
WP_003038326	-0.499013496250227	-0.118817165172222	-3.08116114854015	-0.655181540378008	0.170190976491215	0.802094809688195	FALSE	FALSE
WP_003040911	-0.608985126481276	-0.227099038249791	-3.33890663004192	-0.891630076729156	0.170190976491215	0.707302881680401	FALSE	FALSE
WP_003039691	0.406349004660305	-0.205198392994484	3.01872885034114	-0.898484950938566	0.170190976491215	0.707302881680401	FALSE	FALSE
WP_003040486	-0.463160915780807	-0.0317679819341998	-3.01769373983023	-0.161281782043807	0.170190976491215	0.952334049765466	FALSE	FALSE
WP_003018819	-0.653621477962773	-0.489377620585347	-3.03466424142998	-2.46943646940085	0.17082328762676	0.307097526190984	FALSE	FALSE
WP_003023546	-0.402131008129585	-0.718230467972596	-3.22487499957043	-2.41121782726258	0.170902081405458	0.308402436824747	FALSE	FALSE
WP_003033752	-0.360754128190614	-0.342293909282885	-3.00658480309135	-2.5934830031389	0.172108589433718	0.304667340195915	FALSE	FALSE
WP_003038456	-0.2979896907676	-0.362828971020793	-2.97412783229142	-2.12879586818124	0.175700588989121	0.370634088230755	FALSE	FALSE
WP_003034549	-1.05503814699839	-1.01448672719345	-3.01300818892205	-3.63905384509858	0.175739525367709	0.238866318795789	FALSE	FALSE
WP_003038706	-0.346970810202747	-0.248492832664476	-3.03511769040476	-0.608188384630454	0.17581777799713	0.826008104018902	FALSE	FALSE
WP_003038642	0.845556743349585	0.356137398357	2.94158303419245	0.893324472944307	0.177652705053087	0.707302881680401	FALSE	FALSE
WP_003039892	0.701093223207271	0.877531849605761	2.95138024272834	5.08645550336689	0.177652705053087	0.129555437604907	FALSE	FALSE
WP_003033018	-0.50854131684144	-0.855406035903563	-3.04281134118723	-3.42653424422413	0.179357696783683	0.235611453813959	FALSE	FALSE
WP_003021583	-0.530769808441856	-0.592208031947256	-3.17204931253328	-4.46134382259785	0.179668868479003	0.149533897760824	FALSE	FALSE
WP_003040749	0.276462642209762	0.303056894127817	2.90556413714174	2.40907955727958	0.180130975258235	0.308664670812	FALSE	FALSE
WP_011457527	-0.318238240147475	-0.190989052597308	-2.88248998532807	-1.45907195622511	0.184217217755672	0.53799434263656	FALSE	FALSE
WP_003038634	0.371338188591064	0.297776561780904	3.01801925980155	2.21230866330069	0.184217217755672	0.348387669062177	FALSE	FALSE
WP_003018840	-0.425170027144031	-0.583696658401769	-2.95123328903747	-3.8404419091316	0.184217217755672	0.229972669594666	FALSE	FALSE
WP_011733633	0.793535262878874	0.472261378803486	2.93255964604429	1.29900722961889	0.184217217755672	0.598253599935292	FALSE	FALSE
WP_003037539	0.706573272613001	0.288437435200389	2.90867541041722	1.34617892861253	0.184330495384595	0.576044161381132	FALSE	FALSE
WP_003034442	-0.907938017992455	-0.394111002766432	-2.83541187286572	-1.8256381296091	0.18889960844964	0.462791098805064	FALSE	FALSE
WP_003024816	-0.290022497396111	-0.125732385657754	-2.83221695877235	-0.561454237291171	0.18889960844964	0.83868623753541	FALSE	FALSE
WP_003041283	-0.255524282296618	-0.406864656853758	-2.81920592030606	-3.34301749222177	0.18889960844964	0.24333884772877	FALSE	FALSE
WP_003020646	-0.547487192659947	-0.575982679688951	-2.89740322010572	-2.56955966626157	0.18889960844964	0.304667340195915	FALSE	FALSE
WP_003039477	-0.373750664756923	-0.330154158346028	-2.98350819125273	-2.2085286276729	0.18889960844964	0.348387669062177	FALSE	FALSE
WP_003032892	-0.415146182831376	-0.683508525966106	-3.04127335280532	-3.34874060563245	0.18889960844964	0.238866318795789	FALSE	FALSE
WP_003024808	-0.497292272506204	-0.552745457978404	-2.8115799668026	-2.80382421365882	0.18889960844964	0.300136817757462	FALSE	FALSE
WP_003036308	0.370263843346718	0.442728532986344	2.86596781415994	2.51743155672222	0.189146390285022	0.308593980452609	FALSE	FALSE
WP_003038420	-0.470847737783233	-0.34229514058684	-2.79560772350943	-3.02497317627163	0.189855080273293	0.256393260731676	FALSE	FALSE
WP_003038363	-0.237283035627931	-0.258142198749756	-2.79551597071691	-2.07222858183386	0.189855080273293	0.378086202337035	FALSE	FALSE
WP_003021682	-0.358140854596833	-0.918495437563143	-2.79075344286591	-2.79810588787903	0.190071413995704	0.300136817757462	FALSE	FALSE
WP_003032887	-0.304793727111443	-0.392341770271803	-2.88634130081158	-3.07393681877349	0.190537318339289	0.250142566110075	FALSE	FALSE
WP_003039866	-0.35531370544872	-1.15117408368974	-2.7687736159107	-3.18246540139017	0.193682015903198	0.24333884772877	FALSE	FALSE
WP_003038484	-0.431770002045438	0.0533435183681874	-2.75791553416484	0.235478945640611	0.194532649080272	0.921632842972296	FALSE	FALSE
WP_003038937	0.297016018244397	0.166784385244805	2.76119229353051	1.25379070921978	0.194834994101987	0.598253599935292	FALSE	FALSE
WP_003040101	0.291215208501721	0.3967652784581	2.71268288272677	2.72547059582194	0.202168735337389	0.302494452971955	FALSE	FALSE
WP_003040218	-0.327079881591065	-0.149627097224905	-2.71007781616483	-1.10134433308948	0.202168735337389	0.656136290595135	FALSE	FALSE
WP_003014382	-0.288417039010635	-0.292738439577621	-2.70369285852382	-1.87197429417096	0.202221480030457	0.415620026397339	FALSE	FALSE
WP_003041112	-0.282724734330394	-0.24490645853352	-2.69847510978171	-2.07507395592812	0.202221480030457	0.378086202337035	FALSE	FALSE
WP_003034298	0.343575467377636	0.415841493474495	2.69699496783042	3.23412266511225	0.202221480030457	0.24333884772877	FALSE	FALSE
WP_011733713	0.457360355008846	0.309205299902366	2.69449899924989	1.52135128395801	0.202221480030457	0.516963623867667	FALSE	FALSE
WP_003027197	-0.351222680928348	-0.623615332828421	-2.6789736948168	-3.11090304691329	0.203858151041048	0.250142566110075	FALSE	FALSE
WP_003021175	-0.340659237060737	-0.420532563465643	-2.65352883516821	-1.93565386716664	0.208738184163256	0.409941688893946	FALSE	FALSE
WP_003037537	0.370074454957946	0.510289782209545	2.6484705484781	3.13573061076647	0.208738184163256	0.250142566110075	FALSE	FALSE
WP_003037623	1.45280026389063	1.59288951858365	2.67026253190153	2.68389466228531	0.208738184163256	0.304667340195915	FALSE	FALSE
WP_003034277	-0.30248471525155	-0.305856591856551	-2.64559718096321	-2.63907511445271	0.212441490942118	0.300136817757462	FALSE	FALSE
WP_003038964	-0.329274219677994	-0.277852189291236	-2.72696862530558	-1.84338032733055	0.212441490942118	0.424876214556101	FALSE	FALSE
WP_003014122	-0.326742402203317	-0.163544810936592	-2.61669918598599	-0.815137412400999	0.212441490942118	0.733759196039834	FALSE	FALSE
WP_003033386	-0.437911336540018	-0.412291347101865	-2.88687667657473	-1.40808954993397	0.212441490942118	0.558574891872412	FALSE	FALSE
WP_003035393	-0.28302471210083	-0.428612400607939	-2.59292846628024	-1.05332840809259	0.214348551241846	0.676230084291802	FALSE	FALSE
WP_003040628	-0.705527247643779	-1.28920668965606	-2.59133689485148	-5.35989883121229	0.214348551241846	0.129555437604907	FALSE	FALSE
WP_003038954	-0.314627420478071	-0.548492127057049	-2.5847054260344	-1.95260008853622	0.214348551241846	0.409941688893946	FALSE	FALSE
WP_011733592	0.268379326291353	0.112287570702346	2.70565718072692	0.754047507455213	0.214348551241846	0.761013915014177	FALSE	FALSE
WP_003040115	0.530035060566051	0.546459400097872	2.58413786751739	2.84565905548391	0.214348551241846	0.285218852250843	FALSE	FALSE
WP_003038430	-0.408407584319934	-0.307393493792545	-2.58896111987509	-1.39477393694672	0.215192492570951	0.560659477333099	FALSE	FALSE
WP_003025725	0.314188111423873	0.296031576623547	2.63544993777631	1.94275833742117	0.215882489797427	0.415620026397339	FALSE	FALSE
WP_003040897	-0.389257553508912	-0.267304266343385	-2.53888184625705	-2.34344617831761	0.222618040545733	0.314055102971542	FALSE	FALSE
WP_003041357	0.579380827779357	-0.375457098838966	2.53517069048032	-1.32742537719429	0.222779264449886	0.587405246057366	FALSE	FALSE
WP_003039935	-4.58679338944462	-0.198371292410449	-2.58114758031136	-0.694308814751102	0.222885342872137	0.785840377323471	FALSE	FALSE
WP_003034079	1.10468972746959	-0.0347658097581692	2.52226238505785	-0.14020240966389	0.222885342872137	0.957002222990723	FALSE	FALSE
WP_003039451	-0.408611967900985	-0.350835755637623	-2.53983507659624	-1.48312907823308	0.223153915763675	0.533465435727584	FALSE	FALSE
WP_003038269	0.279341536219409	0.147261881315084	2.53274625972667	1.12239754592608	0.226376181163395	0.640964332048578	FALSE	FALSE
WP_003037222	0.246798170032825	0.420412326825167	2.49496908953753	2.85574824029912	0.228385076065172	0.285218852250843	FALSE	FALSE
WP_003041281	-0.209911749325229	-0.205715471573598	-2.48294040905246	-1.68920308345223	0.230471549428222	0.466667890626075	FALSE	FALSE
WP_003039700	-0.335947383765807	-0.184859897056195	-2.48040779227028	-1.47602577146856	0.230471549428222	0.534661324415522	FALSE	FALSE
WP_003035111	0.295018626839763	0.292937562070201	2.49651491821604	1.72198675001648	0.230471549428222	0.462791098805064	FALSE	FALSE
WP_003015772	-0.281216784938164	-0.225823368771862	-2.47214220341058	-1.59892754226913	0.230471549428222	0.493978258571206	FALSE	FALSE
WP_003035506	-0.317084750276138	0.0403683269301337	-2.53294130831844	0.220487864739307	0.230471549428222	0.930098336643961	FALSE	FALSE
WP_003039781	-0.567381540763039	-0.121062523003039	-2.46645685881792	-0.525111327943699	0.230680176603374	0.850554306340079	FALSE	FALSE
WP_003024803	-0.346322483426892	-0.515765106312363	-2.42409531556921	-3.04584009819887	0.240609874024332	0.285218852250843	FALSE	FALSE
WP_003039971	1.06602187184056	0.30493815232974	2.59801673288792	0.877334238966125	0.240609874024332	0.710194299535072	FALSE	FALSE
WP_003040411	0.376106563052916	0.590166911971289	2.59030451036763	3.51494198386172	0.241175193686043	0.238866318795789	FALSE	FALSE
WP_003021184	-0.264475487935143	-0.282181855117928	-2.39327242472727	-2.03136526437089	0.246363457480904	0.38781890956249	FALSE	FALSE
WP_003013909	0.230354904456921	0.295054686590432	2.40724969198834	2.14752880676092	0.246363457480904	0.370634088230755	FALSE	FALSE
WP_011733731	-0.370989958849791	-0.181756266049052	-2.38106313589162	-1.52282144386572	0.246363457480904	0.520969574947979	FALSE	FALSE
WP_003035357	-0.307101995507861	-0.432320346669803	-2.4048227462912	-2.74230059255402	0.246363457480904	0.30481145861351	FALSE	FALSE
WP_003040118	0.228084993226835	0.296915707370801	2.37622888036747	1.53458459218434	0.246363457480904	0.513650633618227	FALSE	FALSE
WP_003039818	-0.19961669517785	0.0649350159442644	-2.3731610922757	0.461911077100708	0.246363457480904	0.869874207960623	FALSE	FALSE
WP_003039530	-0.510389601238705	-0.273494006456448	-2.37131553413105	-1.66326413711143	0.246363457480904	0.468344072257358	FALSE	FALSE
WP_003039007	0.344935739310457	0.447391272692217	2.48179982945017	1.87415151500461	0.246363457480904	0.415620026397339	FALSE	FALSE
WP_003027202	-0.270806287968679	-0.360560732306018	-2.36940492486556	-2.50275902501303	0.246363457480904	0.30481145861351	FALSE	FALSE
WP_003039201	-0.351119246243186	-0.387403809808501	-2.50643984815773	-2.09201635117403	0.247236383001705	0.386925992725905	FALSE	FALSE
